employee_id,first_name,last_name,email,phone,dept_id,job_title,salary,hire_date,birth_date,address,city,state,zip_code,is_manager,reports_to,emergency_contact,emergency_phone,termination_date,termination_reason
EMP00118,Amanda,Clark,employee118@thegoods.com,+1-531-883-9021x57320,1003.0,Home Department Lead,63214,2024-09-06,2003-06-23,228 Lawrence Mountains Apt. 110,North Molly,NC,15154,False,86.0,Arthur Wright,(888)957-0158,,
EMP00119,Robert,Moore,employee119@thegoods.com,(830)826-6980x32739,1003.0,Kitchenware Specialist,59658,2018-04-22,1977-11-20,137 Jones Estate,Lake Brenda,TX,09868,False,86.0,Haley Pratt,435.608.2204x7301,,
EMP00120,Anthony,Griffin,employee120@thegoods.com,382.241.8335x67207,1003.0,Interior Design Consultant,45540,2022-01-18,1964-09-09,42722 Zachary Valleys Suite 809,Lake Danielland,NH,37654,False,86.0,Tina Watkins,(622)306-8673x64389,,
EMP00121,Frank,Howard,employee121@thegoods.com,620.929.0166x51517,1003.0,Bedding Expert,52961,2023-08-05,1980-08-11,43666 Kim Pine,Cynthiamouth,AS,85967,False,86.0,David Smith,(580)215-2765x0960,,
EMP00122,Mary,Mcdowell,employee122@thegoods.com,656.793.9632x29919,1003.0,Bedding Expert,51954,2021-01-29,1992-08-26,43399 Jones Gardens Suite 306,New Jeffreymouth,VT,87904,False,86.0,Maria Brown,398-878-0187,,
EMP00123,Diamond,Hendrix,employee123@thegoods.com,641.405.5672,1003.0,Furniture Specialist,47298,2024-06-26,2006-01-22,07842 Wilson Mount Apt. 375,Cainside,MT,58341,False,86.0,Ashley Wilcox,(248)293-6175x90887,,
EMP00124,Miguel,Frost,employee124@thegoods.com,+1-528-616-0253,1003.0,Home Goods Associate,49619,2024-05-13,1973-06-05,22013 Charles Burg,East Samantha,VI,80649,False,86.0,Judy Figueroa,+1-297-426-3329x330,,
EMP00125,George,Neal,employee125@thegoods.com,(612)340-0622,1003.0,Interior Design Consultant,49581,2023-12-04,1982-08-20,860 Richard Union Apt. 476,Lake Michelleburgh,OR,02546,False,86.0,Carrie Morales,001-499-904-5082x026,,
EMP00126,Lori,Montgomery,employee126@thegoods.com,(553)998-3745,1003.0,Bedding Expert,52737,2021-11-07,1972-03-27,268 Molina Camp,Robertborough,FL,85468,False,86.0,Richard Rivera,+1-831-724-8382x790,,
EMP00127,Mary,Torres,employee127@thegoods.com,334.885.4132x366,1003.0,Home Department Lead,60737,2025-03-19,1968-03-29,30819 Robinson Summit Apt. 494,Duanetown,KS,47114,False,86.0,Diana Douglas,2529673889,,
EMP00128,Jennifer,Wright,employee128@thegoods.com,+1-487-863-9540x0220,1003.0,Kitchenware Specialist,49485,2023-08-03,1996-05-26,512 Rojas Ways Apt. 570,South James,AK,89625,False,86.0,Kelly White DVM,2002390110,,
EMP00129,Glenn,Hansen,employee129@thegoods.com,(710)338-8781,1003.0,Home Goods Associate,48061,2021-12-24,2002-03-13,8926 Mitchell Centers,Port Lindseyfurt,HI,96984,False,86.0,Charles Kelly,+1-455-238-7097x91542,,
EMP00130,Ebony,Bautista,employee130@thegoods.com,001-883-571-5875x449,1003.0,Home Department Lead,67358,2020-04-26,1968-02-27,6604 White Glens,Erictown,MP,81102,False,86.0,Brian Carter,901-260-9706,,
EMP00131,John,Martin,employee131@thegoods.com,493-550-8054,1003.0,Interior Design Consultant,47313,2019-06-24,1970-01-11,4151 Karen View Suite 288,West Christopherview,NV,96690,False,86.0,Latoya Humphrey,7539799915,,
EMP00132,Jennifer,Hughes,employee132@thegoods.com,618-516-2826x1362,1003.0,Home Goods Associate,44557,2018-08-21,1989-10-26,173 Cunningham Drive,Natalieview,VA,96919,False,86.0,Nicholas Adams,+1-863-321-8270x0626,,
EMP00133,Angela,Osborne,employee133@thegoods.com,447-860-7798x9896,1003.0,Furniture Specialist,52742,2024-02-26,1983-05-12,33989 Wilkins Trail Apt. 588,West Ashleyfurt,UT,21688,False,86.0,Henry Ramsey,+1-303-515-3953,,
EMP00134,Michael,Anderson,employee134@thegoods.com,485-375-1743x1926,1003.0,Home Department Lead,61602,2018-01-12,2002-11-03,314 Hayes Meadow Suite 425,Mclaughlintown,GU,15880,False,86.0,Tammy Buckley,461-716-0810x745,,
EMP00135,Mary,Pace,employee135@thegoods.com,(215)808-5511x0803,1004.0,Grocery Manager,84641,2017-11-16,1985-09-23,7105 Medina Circle Apt. 713,North Reginashire,ME,84284,True,12.0,William Steele,500-436-6606,,
EMP00136,Kaitlyn,Harvey,employee136@thegoods.com,+1-715-794-5606,1004.0,Bakery Associate,44500,2021-11-20,1990-08-16,2427 Wade Rest,North Nicholasville,MA,26344,False,135.0,Melanie Conway,643-716-2300x300,,
EMP00137,George,Mccann,employee137@thegoods.com,623.850.9688x88311,1004.0,Cashier,38565,2023-08-26,1968-12-12,6844 Jones Trail Apt. 191,Duranfurt,FL,19395,False,135.0,Kathryn Mccann,326-703-2003x9029,2024-03-15,Terminated
EMP00138,Larry,Hernandez,employee138@thegoods.com,998.211.2105,1004.0,Deli Counter Associate,41712,2020-04-03,2002-08-29,44236 Holly Island,Burnsburgh,UT,22608,False,135.0,Jocelyn Martin,001-820-395-5409x3436,,
EMP00139,Brian,Johnson,employee139@thegoods.com,(856)993-0090x38755,1004.0,Cashier,46596,2019-09-06,1977-11-23,42823 Tammy Vista,Joetown,UT,33416,False,135.0,Eric Washington,001-305-313-9541x4916,,
EMP00140,Allison,Thomas,employee140@thegoods.com,(919)962-3268x62513,1004.0,Grocery Clerk,38442,2018-01-28,1966-04-16,905 Howard Branch Suite 831,East Melissaport,MT,78473,False,135.0,Anthony Hayes,+1-282-309-7681x278,,
EMP00141,Dylan,Keith,employee141@thegoods.com,001-651-490-6294,1004.0,Stock Clerk,45105,2022-07-30,1960-09-09,30657 Lacey Points,Gomezborough,IL,87598,False,135.0,Katie Santos,001-680-413-6049x47421,,
EMP00142,Jocelyn,Cardenas,employee142@thegoods.com,+1-727-918-9804,1004.0,Bakery Associate,49424,2020-02-19,1997-02-20,96258 Gill Route,South Ginaville,NJ,56523,False,135.0,Taylor Leonard,001-695-590-5304,,
EMP00143,Christopher,Oneal,employee143@thegoods.com,940.663.9590x700,1004.0,Cashier,49306,2023-08-07,1962-05-28,97351 Kimberly Avenue,Lake Jason,CO,68761,False,135.0,Jose Allen,001-885-891-4693,2025-05-15,Layoff
EMP00144,Jesse,Jones,employee144@thegoods.com,+1-590-409-1807,1004.0,Produce Specialist,59274,2023-02-26,1996-04-16,41973 Roach Pine Suite 071,Camposfort,MD,38548,False,135.0,Richard Washington,001-356-586-8047x7900,,
EMP00145,Heather,Cox,employee145@thegoods.com,287.719.1392x117,1004.0,Grocery Clerk,43086,2021-12-03,1987-04-29,6961 Sampson Mountains Suite 938,South Caitlin,NC,12610,False,135.0,David Brooks,(595)240-0545,,
EMP00146,Nicole,Mitchell,employee146@thegoods.com,001-531-866-5189x9940,1004.0,Inventory Manager,89498,2019-12-01,1991-03-15,29816 Browning Views Apt. 326,North Andrew,IN,88413,False,135.0,Gabrielle Mendez,829.415.5152x1983,,
EMP00147,Jacqueline,Nichols,employee147@thegoods.com,001-372-760-7612x42044,1004.0,Inventory Manager,77278,2019-02-25,1978-05-11,072 Shelton Ranch,Ashleyview,PR,83006,False,135.0,Thomas Martinez,898.792.6629x36740,,
EMP00148,Jessica,Johnson,employee148@thegoods.com,(529)757-0349,1004.0,Deli Counter Associate,43268,2020-09-20,1995-04-20,1760 George Spurs,Longbury,FM,55408,False,135.0,Pamela Martinez,+1-952-609-8463x477,,
EMP00149,Melissa,Campos,employee149@thegoods.com,(333)644-1901x28029,1004.0,Stock Clerk,42811,2018-04-13,1969-02-01,07480 Matthew Rapids Suite 205,Edwardsburgh,NH,10809,False,135.0,Nicole Soto,5755009670,,
EMP00150,Allison,Fletcher,employee150@thegoods.com,306.997.3382x87899,1004.0,Stock Clerk,39643,2024-07-25,1966-09-07,88151 Ryan Trail Apt. 871,North Harryshire,WY,62256,False,135.0,Sandra Adams,534-455-1638,,
EMP00151,Theresa,Ramos,employee151@thegoods.com,001-210-357-5498x1118,1004.0,Inventory Manager,81366,2021-06-22,1979-02-05,898 Jennifer Drives,West Tamaraville,KY,31649,False,135.0,Elizabeth Johnson,254-203-3596,,
EMP00152,Stephen,Murphy,employee152@thegoods.com,809.862.7718,1004.0,Inventory Manager,79959,2024-06-24,1985-02-27,17762 Brown Spring,Jessicaberg,FM,94436,False,135.0,Megan Wood,295.669.6826x0692,,
EMP00153,Christina,Brooks,employee153@thegoods.com,+1-930-833-5003,1004.0,Bakery Associate,40316,2018-05-23,1978-04-29,85503 Gregory Tunnel,North Theresahaven,SD,81870,False,135.0,Cheryl Jones,736.972.3101x094,,
EMP00154,Dalton,Johnson,employee154@thegoods.com,(607)330-8163,1004.0,Deli Counter Associate,44207,2020-04-13,1963-06-01,27257 Maynard Extensions Suite 195,Kimberlyfurt,DE,92296,False,135.0,Jon Orr,+1-458-224-3482,,
EMP00155,William,West,employee155@thegoods.com,(536)723-9161,1004.0,Produce Specialist,57389,2024-04-20,1997-10-23,8552 Hatfield Passage,Crosbyton,NC,70734,False,135.0,Michael Clark,429.489.8205x4137,,
EMP00156,Gregory,Miller,employee156@thegoods.com,331-869-5800x6841,1004.0,Grocery Department Lead,58882,2022-05-13,1961-01-29,012 Misty Throughway,West Amber,FM,40861,False,135.0,Katherine Hernandez,774.284.8936x98022,,
EMP00157,Jay,Guerrero,employee157@thegoods.com,001-278-713-7421x4157,1004.0,Grocery Clerk,40420,2021-12-10,1965-10-17,46059 Richard Creek,Lake Kennethport,VA,64182,False,135.0,Jennifer Graves,349-543-4050,,
EMP00158,Kelli,Perry,employee158@thegoods.com,919.445.7545x23558,1004.0,Bakery Associate,45540,2023-12-18,1987-05-29,0552 Jones Alley Suite 154,Port Marieshire,GA,23118,False,135.0,Melinda Lee,(762)997-2548x35459,,
EMP00159,Jamie,Stone,employee159@thegoods.com,(950)402-3097x296,1004.0,Grocery Clerk,45802,2018-12-09,1985-06-12,98285 Joseph Manor Apt. 094,Port Justin,AL,20369,False,135.0,Michelle Duran,5135011326,,
EMP00160,Andrea,Robertson,employee160@thegoods.com,001-366-768-6734,1004.0,Inventory Manager,90034,2022-03-23,1992-04-22,21904 Holly Trail,Johnsonmouth,MT,75361,False,135.0,Peter Gutierrez,001-844-946-9442x110,,
EMP00161,Cheryl,Williams,employee161@thegoods.com,(230)632-6151x871,1004.0,Stock Clerk,49367,2017-07-22,1960-05-22,6463 Donald Inlet Apt. 144,Duncanmouth,SC,65214,False,135.0,Colleen Hunter,441-363-1892x75006,,
EMP00162,Cheryl,Johnson,employee162@thegoods.com,2505674817,1004.0,Grocery Clerk,43229,2020-02-14,1991-11-30,39375 Kimberly Squares,Lake Coryberg,CO,60713,False,135.0,Kevin Mitchell,001-257-418-1341,,
EMP00163,Anthony,Wilson,employee163@thegoods.com,(891)885-3610x6707,1004.0,Cashier,41937,2024-04-27,1982-07-12,58912 Shaffer Mountains,Sanchezburgh,MO,71142,False,135.0,Michelle Humphrey,581.305.2894x1686,,
EMP00164,Susan,Kelly,employee164@thegoods.com,(256)776-7879,1004.0,Stock Clerk,48634,2025-06-06,2002-08-26,16691 Rhonda Fords Suite 052,Dominicchester,TN,77292,False,135.0,Laura Nolan,(686)399-0078x28160,,
EMP00165,Tyler,Grimes,employee165@thegoods.com,+1-264-504-9703x8341,1004.0,Grocery Clerk,39917,2023-07-20,1962-10-23,55770 Amanda Bridge,Romerotown,NY,24206,False,135.0,Wendy Bennett,+1-794-632-0130x22393,,
EMP00166,Nathaniel,Miller,employee166@thegoods.com,484.347.2781,1004.0,Produce Specialist,47538,2017-11-08,1988-01-15,735 Marc Heights Suite 066,South Janetchester,MT,35405,False,135.0,Mr. Daniel Simon,(283)248-5497x5157,,
EMP00167,William,Hernandez,employee167@thegoods.com,+1-497-336-0630x1798,1004.0,Grocery Clerk,46158,2019-12-14,1995-05-27,278 Paige Street Apt. 285,Hollowaybury,MH,34808,False,135.0,Bernard Bruce,406-451-5138,,
EMP00168,Eric,Townsend,employee168@thegoods.com,(658)483-4996x0520,1004.0,Grocery Clerk,38895,2018-10-05,2002-01-23,7913 Davis Parkway,Rayton,RI,39640,False,135.0,Shawna Owens,288-929-9178,2024-09-15,Contract ended
EMP00169,Sara,King,employee169@thegoods.com,001-780-361-8700x136,1004.0,Produce Specialist,50701,2020-10-18,1966-07-06,63576 John Inlet,Whitemouth,OR,72304,False,135.0,Janet Nelson,622-389-8535,,
EMP00170,Benjamin,Little,employee170@thegoods.com,001-742-367-3632,1004.0,Cashier,47312,2019-07-13,1976-06-13,43080 Flores Corners,Port Benjaminmouth,RI,06422,False,135.0,Jacob Graves,869.317.1359x5184,,
EMP00171,William,Kennedy,employee171@thegoods.com,627-319-9272,1004.0,Bakery Associate,40353,2021-03-24,1988-06-23,333 Brian Lakes Suite 976,East Michaelberg,VT,18703,False,135.0,Terry Buck,796.717.7001x280,,
EMP00172,Shawn,Santos,employee172@thegoods.com,888-598-3311x989,1004.0,Deli Counter Associate,43223,2022-12-20,1976-11-03,2564 Judy Lights,Lake Matthewport,MH,27798,False,135.0,Sherry Smith,589.850.9157x27506,,
EMP00173,Carrie,Valenzuela,employee173@thegoods.com,001-625-605-3865x31235,1004.0,Stock Clerk,43549,2018-10-21,1966-10-29,418 Phillips Meadows,Port Bradley,PR,25059,False,135.0,Zachary Porter,001-372-373-1392,,
EMP00174,Arthur,Carney,employee174@thegoods.com,001-229-538-0743x85729,1004.0,Bakery Associate,40083,2022-08-02,2003-09-20,651 Beard Meadow,Youngborough,NV,49772,False,135.0,Jesse Taylor,278.776.5973x246,2024-06-24,Contract ended
EMP00175,Katherine,Bailey,employee175@thegoods.com,(511)892-5058,1004.0,Deli Counter Associate,42581,2023-06-15,1993-08-21,1702 Sellers Viaduct,Dianastad,SD,19834,False,135.0,Jesse Scott,001-534-943-2228,,
EMP00176,Maria,Noble,employee176@thegoods.com,6272322044,1004.0,Grocery Department Lead,65189,2024-02-06,1990-04-12,5344 Long Ferry,South Sydney,MH,79720,False,135.0,Kathryn Snyder,624.533.4772x0484,,
EMP00177,Tracy,Reyes,employee177@thegoods.com,(682)455-9948,1004.0,Cashier,48747,2025-01-25,1995-04-21,9655 Hamilton Roads Suite 130,New Laurenmouth,CO,07459,False,135.0,Daniel Saunders,+1-716-893-1824x4649,2025-05-25,Retired
EMP00178,Elizabeth,Cook,employee178@thegoods.com,001-260-820-7624x513,1004.0,Stock Clerk,47240,2020-07-05,1964-10-23,3485 Trujillo Trafficway,Vickiport,CA,73476,False,135.0,Edward Graham,+1-749-953-7057x54941,,
EMP00179,Caitlyn,Peterson,employee179@thegoods.com,9228295185,1004.0,Grocery Department Lead,55848,2019-11-25,1984-02-27,5508 Kyle Circle,Hendersonshire,DE,49151,False,135.0,Julian Mcmahon,8489690802,,
EMP00180,Douglas,Scott,employee180@thegoods.com,6939427497,1004.0,Produce Specialist,50190,2023-04-09,1974-11-06,155 Leslie Ferry,Christinabury,WA,64654,False,135.0,Kyle Pratt,001-920-743-0160x4263,,
EMP00181,Danielle,Doyle,employee181@thegoods.com,001-229-784-6858x576,1005.0,Beauty & Personal Care Manager,75719,2020-06-07,1964-12-24,5997 Dawson Street Apt. 918,New Jonathanstad,KY,66134,True,2.0,Danielle Barber DVM,001-518-293-5805,,
EMP00182,Lisa,Taylor,employee182@thegoods.com,4543260244,1005.0,Beauty Consultant,50721,2020-12-28,1963-11-29,496 Jessica Greens,Lake Lauren,MT,73853,False,181.0,Miranda Weaver,7707134223,,
EMP00183,Joshua,Mooney,employee183@thegoods.com,001-305-371-0620x8020,1005.0,Makeup Artist,45132,2023-05-29,2002-03-28,25886 Kelly Shoal Suite 022,Bradleyburgh,TX,04590,False,181.0,Luis Shaw,726-417-2827x02612,,
EMP00184,Beverly,Beasley,employee184@thegoods.com,3402271830,1005.0,Makeup Artist,39067,2023-08-01,1961-10-28,525 Williams Branch Apt. 518,West Julie,NM,50875,False,181.0,Diane Evans,897.892.6911x61646,2024-10-29,Retired
EMP00185,Ryan,Walker,employee185@thegoods.com,001-618-782-9787x682,1005.0,Personal Care Specialist,58389,2019-03-06,1984-05-20,516 Barron Meadow Apt. 575,Heatherport,MA,23175,False,181.0,Ronald Huerta,668-933-1421,,
EMP00186,John,Holmes,employee186@thegoods.com,427.905.5440,1005.0,Beauty Consultant,55662,2018-11-13,2004-10-28,43205 Anthony Summit,Lynchtown,SD,34689,False,181.0,Janice Short,+1-461-736-7634x85285,,
EMP00187,Adrian,Horton,employee187@thegoods.com,720-713-2796,1005.0,Personal Care Specialist,47296,2024-05-22,1996-06-11,2117 Russo Plaza Apt. 028,Port Brianshire,IL,79747,False,181.0,David Gray,001-916-570-2149x290,,
EMP00188,Craig,Murray,employee188@thegoods.com,+1-225-602-1098x59306,1005.0,Beauty Department Lead,59772,2019-08-26,1968-11-23,135 Krista Tunnel,Tonyaland,TX,85566,False,181.0,Kayla Ayers,527.842.9331x7561,2025-05-09,Contract ended
EMP00189,Daniel,Vargas,employee189@thegoods.com,(795)954-9178x0885,1005.0,Makeup Artist,39852,2024-04-14,1978-04-20,62531 Adams Rue Apt. 373,North Jennifer,MN,94008,False,181.0,Julia Merritt,229-786-0377,2024-08-01,Terminated
EMP00190,Jeffery,Miller,employee190@thegoods.com,+1-902-477-7217x8872,1005.0,Beauty Consultant,56253,2019-12-30,1996-04-06,03123 Harrell Passage Apt. 662,Jeremyfurt,NM,15279,False,181.0,Christine Thomas,795.430.2155,,
EMP00191,Rebecca,Tyler,employee191@thegoods.com,+1-931-459-1051x8507,1005.0,Personal Care Specialist,54848,2018-09-10,1967-04-24,89188 Smith Path,Brandonton,IN,69628,False,181.0,Lorraine Garcia,001-632-803-6096x0337,,
EMP00192,Veronica,Morales,employee192@thegoods.com,6728807934,1005.0,Fragrance Expert,47380,2024-05-02,1988-07-05,910 Jason Ports,South Bianca,MP,84045,False,181.0,Megan Leblanc,6444600791,2024-07-28,Layoff
EMP00193,Jennifer,Moore,employee193@thegoods.com,(273)704-9978,1005.0,Cosmetics Specialist,53932,2022-05-25,1974-12-12,44301 Rachel Road,Tuckerstad,FM,14282,False,181.0,Benjamin Wells,553.954.2365,,
EMP00194,Amanda,Lawson,employee194@thegoods.com,(682)764-2491,1005.0,Personal Care Specialist,53510,2020-03-23,2000-07-14,89465 King Mill Apt. 989,Lake Alexis,NE,16086,False,181.0,Tiffany Cantu,(242)962-8115,,
EMP00195,Amanda,Colon,employee195@thegoods.com,721.571.1467,1005.0,Personal Care Specialist,54509,2018-05-28,2005-12-12,7055 Mclaughlin Ville,West Johntown,FL,58542,False,181.0,Jeanne Valdez,+1-491-282-4404x28324,,
EMP00196,Mark,Miller,employee196@thegoods.com,542.397.9676x42633,1005.0,Beauty Department Lead,57211,2017-10-09,1969-02-26,2127 Miller Wells Suite 055,South Samanthaberg,WA,79797,False,181.0,Thomas Hernandez,361-969-3496,,
EMP00197,Randy,Kelley,employee197@thegoods.com,+1-682-807-9520x7570,1005.0,Cosmetics Specialist,45121,2024-06-18,1972-08-22,715 Katherine Fields,Butlerville,NM,36918,False,181.0,Ashley Robbins,(974)531-2182x72596,,
EMP00198,Elizabeth,Stewart,employee198@thegoods.com,717.884.1647,1005.0,Cosmetics Specialist,54052,2025-03-23,1960-07-22,7541 Gibson Meadow,Lake Joseberg,OH,24562,False,181.0,Chad Payne,7975886223,,
EMP00199,Jessica,Hernandez,employee199@thegoods.com,428.768.7973,1005.0,Skincare Advisor,40367,2024-04-14,1986-09-15,99394 Kelly Landing Apt. 443,Lake Zachary,WI,13552,False,181.0,Megan Montgomery,(617)779-0171x548,2024-05-06,Layoff
EMP00200,Sarah,Cruz,employee200@thegoods.com,960.676.8263,1005.0,Beauty Consultant,50249,2019-06-10,2004-10-11,8596 Gutierrez Union,Port Wendy,MA,63927,False,181.0,Donna Carr,(565)246-4398x9979,,
EMP00201,Sara,Brennan,employee201@thegoods.com,966-360-5226x124,1005.0,Beauty Consultant,54169,2023-04-28,1968-10-28,2064 Stephanie Port,New Deborahmouth,WA,02318,False,181.0,Justin Stewart,391.802.1140x91558,,
EMP00202,James,Robinson,employee202@thegoods.com,+1-997-904-9835x632,1005.0,Makeup Artist,39750,2021-05-11,1961-09-15,93288 Peterson Dam Suite 768,Baileyburgh,MO,35361,False,181.0,Timothy Frazier,001-397-852-5421x719,,
EMP00203,Jennifer,Glenn,employee203@thegoods.com,998-726-3494x59053,1005.0,Cosmetics Specialist,55692,2021-08-25,1997-02-18,904 Padilla Track Apt. 410,North Andreaside,NH,84959,False,181.0,Kenneth Smith,+1-747-313-7392x666,,
EMP00204,James,Kennedy,employee204@thegoods.com,6399473125,1005.0,Skincare Advisor,49496,2022-08-21,1961-08-20,49767 Brown Drives Suite 741,Mcguiremouth,IA,12338,False,181.0,Shelby Ward,478-682-5566x128,,
EMP00205,Abigail,Peters,employee205@thegoods.com,+1-672-674-0647x08870,1005.0,Skincare Advisor,46655,2017-11-01,1986-12-03,073 Lisa Neck Suite 879,Pamelaberg,WA,01881,False,181.0,Andre Williams,001-494-436-5960x75454,,
EMP00206,Michelle,Smith,employee206@thegoods.com,001-494-734-7296x93215,1005.0,Skincare Advisor,42316,2019-02-18,1986-12-21,70885 Daniels Station Apt. 882,Adamstown,TX,77787,False,181.0,Michael Watson,272-646-3303x4584,,
EMP00207,William,Arias,employee207@thegoods.com,966.364.7054,1005.0,Fragrance Expert,46113,2018-12-22,1997-07-15,30695 Steele Mountains Apt. 308,East Donnahaven,NJ,70109,False,181.0,Johnny Anderson,340-369-5351x717,,
EMP00208,David,Jones,employee208@thegoods.com,217.223.6132,1005.0,Skincare Advisor,42462,2021-11-15,1961-08-20,594 Alejandra Spurs,Kingstad,AK,29058,False,181.0,Jason Johnson,773.864.1402x269,,
EMP00209,Gregory,Smith,employee209@thegoods.com,684-561-8028x823,1005.0,Fragrance Expert,59317,2023-11-21,1982-04-03,18318 Zamora Squares,Edwardsbury,AZ,81921,False,181.0,Carol Riddle,6483681820,,
EMP00210,Kathleen,Fitzgerald,employee210@thegoods.com,(650)669-8321,1005.0,Personal Care Specialist,52010,2018-06-11,1976-12-22,863 Kyle Point Suite 041,West Davidchester,OR,44817,False,181.0,Leonard Mack,+1-211-924-6488,,
EMP00211,Molly,Greene,employee211@thegoods.com,5704773098,1005.0,Skincare Advisor,45521,2025-06-01,2003-12-27,82102 Michelle Keys,East Joseph,GU,69448,False,181.0,Bryan Mckinney,993-322-5717,2025-06-06,Terminated
EMP00212,Kevin,Wheeler,employee212@thegoods.com,973.220.3607x149,1005.0,Beauty Department Lead,65509,2017-10-13,1999-05-29,445 Fields Lodge Suite 631,Davidborough,TX,13663,False,181.0,Terri Williamson,222.239.4780,,
EMP00213,Rose,Patterson,employee213@thegoods.com,256-363-6856,1005.0,Beauty Consultant,56261,2020-04-05,1961-02-20,48290 Ward Lake Suite 326,Gonzalezstad,MT,20427,False,181.0,Nicole Ramos,(637)709-1442,,
EMP00214,Patty,Davis,employee214@thegoods.com,+1-460-849-6091x33077,1005.0,Skincare Advisor,46361,2024-01-17,1994-09-17,750 Howard Underpass,Lake Alyssa,GU,40132,False,181.0,Jacqueline Lowe,902.457.6998x58939,,
EMP00215,Katherine,Herrera,employee215@thegoods.com,(764)517-2885x51895,1005.0,Fragrance Expert,52732,2020-03-18,1988-02-22,3452 Margaret Pine Suite 214,Boothland,PW,94187,False,181.0,William Richardson,+1-479-842-2341x324,2023-10-29,Retired
EMP00216,Christina,Ryan,employee216@thegoods.com,001-536-751-9565x4560,1005.0,Beauty Department Lead,57509,2018-10-03,1978-10-30,739 Morton Green,South Sharonfurt,TN,82556,False,181.0,Gina Costa,879.849.1200x3258,,
EMP00217,Anthony,Miller,employee217@thegoods.com,001-498-570-9126x67173,1005.0,Personal Care Specialist,57875,2018-12-31,1969-04-14,30271 Davis Well Apt. 269,North Amyborough,WY,55596,False,181.0,James White,001-342-808-6002x19124,,
EMP00218,Veronica,Irwin,employee218@thegoods.com,396.988.2489x323,1005.0,Beauty Consultant,58659,2022-08-04,2006-04-17,487 Rodriguez Divide Apt. 314,Brooksport,TX,68308,False,181.0,Kelly Norton,674-973-8366,,
EMP00219,Lindsey,Escobar,employee219@thegoods.com,899-785-6472x553,1005.0,Beauty Consultant,54575,2018-05-06,1992-04-09,6059 Jake Path Apt. 516,Port Jeremytown,MT,71598,False,181.0,Courtney Robbins,+1-229-928-5034x1359,,
EMP00220,Michelle,Marshall,employee220@thegoods.com,(915)325-8621x700,1005.0,Skincare Advisor,42459,2023-05-30,1968-10-05,911 Marisa Tunnel,Lake Krystal,PA,71853,False,181.0,Amy Holland,427.234.5998x65989,,
EMP00221,Alexandria,White,employee221@thegoods.com,001-755-903-1630x73359,1005.0,Personal Care Specialist,46770,2021-10-27,2003-09-06,22537 May Path Suite 828,Lake Jose,CO,08622,False,181.0,Shannon Smith,910.715.6339x180,,
EMP00222,Tyler,James,employee222@thegoods.com,449-532-2933x074,1005.0,Personal Care Specialist,46595,2023-01-19,1966-08-04,04988 Robert Hills,Benjaminborough,FM,60926,False,181.0,Steven Lewis,(715)892-8224x96382,,
EMP00223,Cody,Burke,employee223@thegoods.com,375-754-1330,1005.0,Personal Care Specialist,56022,2022-03-29,1991-11-24,300 Billy Summit,Andreashire,VA,79040,False,181.0,Ashley Yates,734-624-9415x613,,
EMP00224,Nicholas,Hart,employee224@thegoods.com,438.675.6561x911,1005.0,Cosmetics Specialist,50480,2024-01-15,1990-07-19,0127 Susan Inlet,New Susanfort,MI,04391,False,181.0,Justin Nunez,738.817.4549,2024-04-16,Retired
EMP00225,Scott,Maddox,employee225@thegoods.com,+1-778-832-1867x33726,1005.0,Makeup Artist,44143,2021-03-10,1992-04-07,2004 Brown Lock,Michaelland,MD,09587,False,181.0,Michael Gallagher,(473)335-0214,,
EMP00226,Christopher,Wheeler,employee226@thegoods.com,+1-682-637-2242x823,1005.0,Beauty Department Lead,68702,2021-04-26,1994-11-20,071 Tina Stream,North Eric,MA,28558,False,181.0,Taylor Solis,523.924.8444x4051,2024-11-27,Layoff
EMP00227,Amber,Brown,employee227@thegoods.com,548-200-5725x29449,1006.0,Sports & Outdoors Manager,65953,2020-07-02,1993-11-27,32153 April Ways,Port Kristen,IA,20434,True,12.0,Angela Perry,262-964-5609,,
EMP00228,David,Davis,employee228@thegoods.com,438-947-0402,1006.0,Camping Equipment Expert,53377,2021-08-12,1972-01-04,03829 Henson Fork,Curtisland,MI,95371,False,227.0,Julia Stein,503.588.5772x603,,
EMP00229,Michele,Johnson,employee229@thegoods.com,259.499.9067,1006.0,Team Sports Consultant,51104,2023-12-14,1970-01-11,5081 Luke Isle,Port Dale,HI,17300,False,227.0,Jennifer Anderson,(311)598-6447,,
EMP00230,Joshua,Stone,employee230@thegoods.com,(791)568-6062,1006.0,Sports Department Lead,60403,2025-04-07,2007-03-06,81848 Fox Village,Porterfort,NH,10154,False,227.0,Seth Heath,+1-793-832-0762x57316,,
EMP00231,Edward,Morris,employee231@thegoods.com,+1-816-891-5820x91003,1006.0,Footwear Specialist,48485,2024-11-30,1981-11-20,082 Hall Overpass Suite 997,North Jade,FM,68729,False,227.0,Michelle Sullivan,948.658.6858x7325,,
EMP00232,Jerry,Medina,employee232@thegoods.com,323.841.4293x991,1006.0,Sports Department Lead,64386,2024-06-17,1994-06-28,11375 Campbell Plains Suite 206,Lawsonmouth,TN,22482,False,227.0,Douglas Hunt,282-369-5490,,
